---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
Skill_Icicles,"/Game/Skills/Blueprints/EmberWeapons/Skill_Icicles.Skill_Icicles_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","5","Default","","","None","None","None","None","False","False","0","1","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_SummonGhosts,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_SummonGhosts.Skill_Passive_SummonGhosts_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","5","Default","","","None","None","None","None","False","False","1","1","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_CursedStaff_ColdSickness,"/Game/Skills/Blueprints/EmberWeapons/Skill_ColdSickness.Skill_ColdSickness_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","10","Default","","","None","None","None","None","False","False","0","2","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_UnboundBlade_SlowOnCrit,"/Game/Skills/Blueprints/EmberWeapons/Passive_SlowOnCrit.Passive_SlowOnCrit_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","10","Default","","","None","None","None","None","False","False","1","2","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Thunderbuss_LightningHit,"/Game/Skills/Blueprints/EmberWeapons/Skill_Thunderbuss_LightningHit.Skill_Thunderbuss_LightningHit_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","15","Default","","","None","None","None","None","False","False","0","3","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_Flametongue_BurningExploding,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_EmberWeapon_FlameTongue_BurningExploding.Skill_Passive_EmberWeapon_FlameTongue_BurningExploding_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","15","Default","","","None","None","None","None","False","False","1","3","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit,"/Game/Skills/Blueprints/EmberWeapons/Bane/Skill_EmberWeapon_Bane_MissilesOnPoisonHit.Skill_EmberWeapon_Bane_MissilesOnPoisonHit_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Conduit_LocalizedStorm,"/Game/Skills/Blueprints/EmberWeapons/Skill_Conduit_LocalizedStorm.Skill_Conduit_LocalizedStorm_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","20","Default","","","None","None","None","None","False","False","0","4","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_Timesphere,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Timesphere.Skill_Timesphere_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","20","Default","","","None","None","None","None","False","False","1","4","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_Passive_TemporalStaff,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Passive_TemporalStaff.Skill_Passive_TemporalStaff_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","25","Default","","","None","None","None","None","False","False","0","5","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Singularity,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Singularity.Skill_Singularity_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","25","Default","","","None","None","None","None","False","False","1","5","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Pet_Melee,"/Game/Skills/Blueprints/Monsters/Skill_PetMeleeAttack.Skill_PetMeleeAttack_C","Character","Default","None","1","1","0","False","(GameplayTags=((TagName=""Skill.Pet.Basic"")))","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
PetAura_Defense,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DefenseIncrease.Skill_Aura_DefenseIncrease_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
PetAura_CritChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DeadlyStrikes.Skill_Aura_DeadlyStrikes_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","","","None","None","None","None","False","False","1","0","(RowName="""")","30.000000","None","None",""
PetAura_MovementSpeed,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_MovmentSpeed.Skill_Aura_MovmentSpeed_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","","","None","None","None","None","False","False","2","0","(RowName="""")","30.000000","None","None",""
PetAura_BlockChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_BlockChance.Skill_Aura_BlockChance_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(GameplayTags=((TagName=""Skill.Pet.Aura"")))","(RowName="""")","0","Default","","","None","None","None","None","False","False","3","0","(RowName="""")","30.000000","None","None",""
PetBuff_BattleCry,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_BattleCry.Skill_BattleCry_C","Character","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","False","False","0","1","(RowName="""")","30.000000","None","None","Fireball skill on pet"
PetBuff_MenacingSound,"/Game/Skills/Blueprints/Pets/Debuffs/Skill_MenacingSound.Skill_MenacingSound_C","Character","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","False","True","1","1","(RowName="""")","30.000000","None","None",""
PetBuff_DefensivePosture,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_DefensivePosture.Skill_DefensivePosture_C","Character","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","False","False","2","1","(RowName="""")","30.000000","None","None",""
PetBuff_HealingFriendship,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_HealingFriendship.Skill_HealingFriendship_C","Character","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","False","False","3","1","(RowName="""")","30.000000","None","None",""
PetDebuff_ScreechingStun,"/Game/Skills/Blueprints/Pets/Debuffs/Skill_ScreechingStun.Skill_ScreechingStun_C","Character","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","False","False","0","2","(RowName="""")","30.000000","None","Skill01",""
RM_Placeholder1,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","0","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","True","False","3","0","(RowName="""")","30.000000","Default","Skill00","LanternFlash"
RM_Placeholder2,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""RM_Melee"")","0","Default","","","None","None","None","None","True","False","4","1","(RowName="""")","30.000000","Default","Skill00","SpikeDrive"
RM_Placeholder4,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","0","Default","","","None","None","None","None","True","False","2","2","(RowName="""")","30.000000","Default","Skill00","ThirdRail"
RM_Placeholder5,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","0","Default","","","None","None","None","None","True","True","3","1","(RowName="""")","30.000000","Default","Skill00","Shotgonne"
Forged_Placeholder1,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Ranged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","0","Default","","","None","None","None","None","True","False","4","1","(RowName="""")","30.000000","None","None",""
Forged_Placeholder4,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Forged","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","0","Default","","","None","None","None","None","True","False","3","1","(RowName="""")","30.000000","Default","Skill00","FurnaceBlast"
DM_Placeholder3,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.DuskMage","Default","None","1","0","0","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","True","False","0","0","(RowName="""")","30.000000","Default","Skill00","Teleport"
DM_Placeholder4,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.DuskMage","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark"")))","(GameplayTags=)","(RowName="""")","0","Default","","","None","None","None","None","True","True","4","0","(RowName="""")","30.000000","Default","Skill00","Damnation"
Bane_CritChanceWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_CritChanceWhileActive.SkillTree_Bane_CritChanceWhileActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.EmberWeapon.Activated"")))","(GameplayTags=)","(RowName=""Bane"")","0","StatusEffect","CriticalHitChance=.025","(NSLOCTEXT(""SkillsTable"", ""0738E7704B8E2FE612AD93BBB85B8753"", ""Critical Hit Chance""))","PerLevelByOnesStartWithOne","None","None","None","False","False","0","1","(RowName="""")","30.000000","None","None",""
Bane_PoisonChanceWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_PoisonChanceWhileActive.SkillTree_Bane_PoisonChanceWhileActive_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","StatusEffect","ElementalProcChance|Proc.Poison=.05","(NSLOCTEXT(""SkillsTable"", ""251A98764FB958B846FC9BA618B3007A"", ""Poison Chance""))","PerLevelByOnesStartWithOne","None","None","None","False","False","0","2","(RowName="""")","30.000000","None","None",""
Bane_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_ActiveDamage.SkillTree_Bane_ActiveDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","5","Default","DamagePctBySkillName|Bane_FangedMaw=0.05","(NSLOCTEXT(""SkillsTable"", ""4B97C29D44007531B551838B40B31D14"", ""Damage for Venomous Maw""))","PerLevelByOnesStartWithOne","None","None","None","False","False","1","1","(RowName="""")","30.000000","None","None",""
Bane_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_ActiveSkillCooldown.SkillTree_Bane_ActiveSkillCooldown_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName=""Bane"")","5","Default","CooldownPctBySkillName|Bane_FangedMaw=-.05","(NSLOCTEXT(""SkillsTable"", ""0566C7504CB89CA28F1C5D890D60ACF1"", ""Cooldown Duration to Venomous Maw""))","PerLevelByOnesStartWithOne","None","None","None","False","False","1","2","(RowName="""")","30.000000","None","None",""
Bane_SnakeMissileDamage,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissileDamage.SkillTree_Bane_MissileDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","10","Default","DamagePctBySkillName|Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit=.05","(NSLOCTEXT(""SkillsTable"", ""0CBB6E70420F0E888121309F5C7546D2"", ""Bane Poison Missile Damage""))","PerLevelByOnesStartWithOne","None","None","None","False","False","2","1","(RowName="""")","30.000000","None","None",""
Bane_IncreasedMissileChance,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissilesChance.SkillTree_Bane_MissilesChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","10","Default","ProcChance|MissilesOnPoisoned=.025","(NSLOCTEXT(""SkillsTable"", ""E10DA57E43D63D93A93F3FA7A60381B2"", ""Increased Spread of Death Chance""))","PerLevelByOnesStartWithOne","None","None","None","False","False","2","2","(RowName="""")","30.000000","None","None",""
Bane_SpiderSummonChance,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderSummonChance.SkillTree_Bane_SpiderSummonChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","15","Default","ProcChance|SpiderAllies=.05","(NSLOCTEXT(""SkillsTable"", ""4CDE33D94DE37EBF11747DB1641426CD"", ""Increased Chance to Summon Spider Allies On Kill""))","PerLevelByOnesStartWithOne","None","None","None","False","False","3","1","(RowName="""")","30.000000","None","None",""
Bane_SpiderMinionCount,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderCount.SkillTree_Bane_SpiderCount_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","15","Default","BonusInventoryCapacity|Inventory.Minions.BaneSpiders=1","(NSLOCTEXT(""SkillsTable"", ""C7D50EB94CB0BBBE2DDF88B1F66900DF"", ""Increased Spider Count""))","PerLevelByOnesStartWithOne","None","None","None","False","False","3","2","(RowName="""")","30.000000","None","None",""
Bane_ActivationSkill,"/Game/Skills/Blueprints/EmberWeapons/Bane/Skill_Bane_Activation.Skill_Bane_Activation_C","Character.Player","Default","None","1","0","1","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
Bane_FangedMaw,"/Game/Skills/Blueprints/EmberWeapons/Bane/Bane_FangedMaw.Bane_FangedMaw_C","Character.Player","Default","None","1","0","5","False","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","","","None","None","None","None","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
Bane_MissilesOnPoisonHit,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissilesOnPoisonHit.SkillTree_Bane_MissilesOnPoisonHit_C","Character.Player","Default","None","1","0","10","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","ProcChance|MissilesOnPoisoned=.3","","None","None","None","None","False","False","2","0","(RowName="""")","30.000000","None","None",""
Bane_SpiderAllies,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderSummon.SkillTree_Bane_SpiderSummon_C","Character.Player","Default","None","1","0","15","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","ProcChance|SpiderAllies=.4","","Ones","None","None","None","False","False","3","0","(RowName="""")","30.000000","None","None",""
Bane_EnhancedActivationSkill,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_EnhancedActivation.SkillTree_Bane_EnhancedActivation_C","Character.Player","Default","None","1","0","30","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.Bane""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""Bane"")","0","Default","","","None","None","None","None","False","False","4","0","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_BurnChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurnChance.SkillTree_FlamingDestroyer_BurnChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","StatusEffect","ElementalProcChance|Proc.Burn=.05","(NSLOCTEXT(""SkillsTable"", ""D4028DBC478EC7628D57C2A3CF9EEEC0"", ""Burn Chance While Flaming Destroyer is Activated""))","PerLevelByOnesStartWithOne","None","None","None","False","False","0","2","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_CriticalHitChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_CriticalHitChance.SkillTree_FlamingDestroyer_CriticalHitChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","StatusEffect","CriticalHitChance=.05","(NSLOCTEXT(""SkillsTable"", ""EEA43C60416F8445F1FCEC86E9CED2E7"", ""Critical Hit Chance while Flaming Destroyer is Activated""))","PerLevelByOnesStartWithOne","None","None","None","False","False","0","1","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ActiveSkillDamage.SkillTree_FlamingDestroyer_ActiveSkillDamage_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","DamagePctBySkillName|FlamingDestroyer_SwordSmash=0.05","(NSLOCTEXT(""SkillsTable"", ""12F0AF2D410F85C142BF90B67C80B09B"", ""Damage to Sword Smash""))","PerLevelByOnesStartWithOne","None","None","None","False","False","1","1","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ActiveSkillCooldown.SkillTree_FlamingDestroyer_ActiveSkillCooldown_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","CooldownPctBySkillName|FlamingDestroyer_SwordSmash=-.05","(NSLOCTEXT(""SkillsTable"", ""FCEDE0E24FF935B7F3F6FC80D3882D2C"", ""Cooldown to Sword Smash""))","PerLevelByOnesStartWithOne","None","None","None","False","False","1","2","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_BurningHazard,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurningHazard.SkillTree_FlamingDestroyer_BurningHazard_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","DamagePctBySkillName|FlamingDestroyer_BurningHazard=.05","(NSLOCTEXT(""SkillsTable"", ""9F7D61E54847738F796F4A8CE25640ED"", ""Bonus Damage to Burning Hazard""))","PerLevelByOnesStartWithOne","None","None","None","False","False","2","1","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_ExplosionFear,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplosionFear.SkillTree_FlamingDestroyer_ExplosionFear_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","RandomBonusPctBySkillName|FlamingDestroyer_ExplosionFear=.05","(NSLOCTEXT(""SkillsTable"", ""6F6D1FC4469C8F0956FF62915EF91289"", ""Chance to Make Enemies Hit by Explosion Feared""))","PerLevelByOnesStartWithOne","None","None","None","False","False","2","2","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_FireballChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_FireballChance.SkillTree_FlamingDestroyer_FireballChance_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","ProcChance|Fireballs=.005","(NSLOCTEXT(""SkillsTable"", ""3213DF79488A6B6E11C12B8F606D5836"", ""Additional Chance to Make a Fireball Hit from Above""))","PerLevelByOnesStartWithOne","None","None","None","False","False","3","1","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_FireballsDamage,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_FireballsBurning.SkillTree_FlamingDestroyer_FireballsBurning_C","Character.Player","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","DamagePctBySkillName|FlamingDestroyer_Fireballs=.1","(NSLOCTEXT(""SkillsTable"", ""26BD774945FB08A97F8517B477155955"", ""Increased Damage for Fireballs""))","PerLevelByOnesStartWithOne","None","None","None","False","False","3","2","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_Activation,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_ActivationSmash.Skill_FlamingDestroyer_ActivationSmash_C","Character.Player","Default","None","1","1","1","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_SwordSmash,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_SwordSmash.Skill_FlamingDestroyer_SwordSmash_C","Character.Player","Default","None","1","0","5","False","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","","","None","None","None","None","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
FlamingDestroyer_ExplodeOnHit,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplodeOnHit.SkillTree_FlamingDestroyer_ExplodeOnHit_C","Character.Player","Default","None","1","0","10","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","ProcChance|BurningExploding=.15","(NSLOCTEXT(""SkillsTable"", ""4387FA604BA7F6BB311B4DA09F5D7B8D"", ""Chance to make Burning Enemies Explode""))","Ones","None","None","None","False","False","2","0","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_Fireballs,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_Fireballs.SkillTree_FlamingDestroyer_Fireballs_C","Character.Player","Default","None","1","0","15","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","ProcChance|Fireballs=.06","(NSLOCTEXT(""SkillsTable"", ""A79872144B7BDC8265320A8FAF5C4494"", ""Chance for Fireballs to Hit Enemies from Above""))","PerLevelByOnesStartWithOne","None","None","None","False","False","3","0","(RowName="""")","30.000000","None","None",""
FlamingDestroyer_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_EnhancedActivation.SkillTree_FlamingDestroyer_EnhancedActivation_C","Character.Player","Default","None","1","0","30","False","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon.FlamingDestroyer""),(TagName=""Skill.EmberWeapon.UltimateActive"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","","","None","None","None","None","False","False","4","0","(RowName="""")","30.000000","None","None",""
